time,flux,flux_err,bge,quality,bgv,fdv,fkv,fsv,ife1,ife2,ife3,ifl1,ifl2,ifl3,ire1,ire2,ire3,irm1,irm2,irm3,irq1,irq2,irq3,rstfc,tmid_utc,xic,yic,ccdtemp,ntemps,bjdcorr,tfa1,tfa2,tfa3,pca1,pca2,pca3
2459096.3406026717,7.8953,nan,0.29,G,-0.13,0.0507541985,-0.00559057664,1.10634751,65.34,80.11,88.19,22286.01,33496.06,40590.83,0.00318,0.0026,0.00236,7.8953,7.45289,7.24431,G,G,G,tess2020247195914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3362714,1238.17891,535.724479,-80.17712666666667,9.0,0.003530547823189911,7.895128328058364,7.452586533908455,7.242688102766434,7.894867967395896,7.452700948116836,7.244171975264222
2459096.347547291,7.89403,nan,0.31,G,-0.14,0.0492747635,-0.00507883277,1.10700788,65.38,80.16,88.25,22312.02,33536.86,40642.13,0.00318,0.0026,0.00236,7.89403,7.45157,7.24294,G,G,G,tess2020247200914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3432159,1238.1791,535.72875,-80.17566687499998,8.0,0.0035306667468568277,7.892974728052637,7.451009166606887,7.241837565232931,7.893602490737487,7.451391518122127,7.242808725478101
2459096.3544918094,7.89371,nan,0.34,G,-0.19,0.049802853,-0.00536322271,1.10618101,65.39,80.18,88.26,22318.63,33550.46,40654.78,0.00318,0.00259,0.00236,7.89371,7.45113,7.2426,G,G,G,tess2020247201914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3501603,1238.1802,535.724614,-80.17925,9.0,0.003530785619672185,7.892425281412042,7.450053022735297,7.241435317790412,7.893304015990027,7.450984388006506,7.242509527244329
2459096.3614363284,7.89067,nan,0.32,G,-0.14,0.0492413737,-0.00499785165,1.10643908,65.48,80.3,88.41,22381.26,33653.13,40788.27,0.00318,0.00259,0.00235,7.89067,7.44781,7.23904,G,G,G,tess2020247202914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3571047,1238.18311,535.726426,-80.17606500000001,7.0,0.003530904443356848,7.888290383161494,7.446474635224336,7.237635931962618,7.890243498808697,7.447638143075953,7.23889728854041
2459096.368380947,7.88587,nan,0.3,G,-0.04,0.0511586065,-0.0056587395,1.10993506,65.63,80.5,88.64,22480.32,33822.99,41009.13,0.00317,0.00258,0.00235,7.88587,7.44235,7.23318,G,G,G,tess2020247203914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3640492,1238.18282,535.727511,-80.17885187499998,8.0,0.0035310232196049647,7.883943386048106,7.442231969559322,7.232044066647913,7.885402846338964,7.442126692014226,7.232941637664215
2459096.375325466,7.88485,nan,0.3,G,-0.09,0.0505994963,-0.00522774059,1.10827806,65.66,80.53,88.67,22501.39,33845.18,41033.81,0.00317,0.00258,0.00235,7.88485,7.44164,7.23252,G,G,G,tess2020247204914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3709936,1238.18223,535.726022,-80.17571111111111,9.0,0.00353114194500581,7.883977584751108,7.441343547870099,7.231933726926286,7.884403549435705,7.441452717595056,7.23231748559974
2459096.3822700847,7.88515,nan,0.31,G,-0.12,0.0510021593,-0.00581245591,1.10681187,65.65,80.51,88.65,22495.3,33830.77,41015.37,0.00317,0.00258,0.00235,7.88515,7.4421,7.23301,G,G,G,tess2020247205914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3779381,1238.17998,535.724131,-80.17287999999998,7.0,0.0035312606229647883,7.884542025333197,7.441121472887373,7.232029454616241,7.884715835287949,7.441934489287748,7.232829025439551
2459096.389214603,7.88476,nan,0.31,G,-0.22,0.050033036,-0.00648727229,1.10711709,65.66,80.53,88.69,22503.41,33851.86,41049.09,0.00317,0.00258,0.00235,7.88476,7.44142,7.23212,G,G,G,tess2020247210914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3848825,1238.18079,535.725952,-80.17861299999998,10.0,0.003531379250066088,7.883772599567689,7.440572423768362,7.231683897309011,7.8843663419114876,7.441313071751091,7.232025195174589
2459096.3961592214,7.88563,nan,0.28,G,-0.13,0.0505853936,-0.00575460723,1.10756749,65.63,80.5,88.65,22485.25,33822.79,41013.17,0.00317,0.00258,0.00235,7.88563,7.44235,7.23307,G,G,G,tess2020247211914-s0029-2-2-0193_cal_img_bkgdsub,2459096.391827,1238.18002,535.724025,-80.17925,8.0,0.003531497829728208,7.884743789642856,7.441556384973265,7.2325655192130185,7.88519776158574,7.442195792384049,7.232893949994435
2459096.4031037404,7.88491,nan,0.29,G,-0.23,0.0507617261,-0.00548454636,1.1071326,65.66,80.52,88.66,22500.15,33840.83,41027.3,0.00317,0.00258,0.00235,7.88491,7.44178,7.2327,G,G,G,tess2020247212914-s0029-2-2-0193_cal_img_bkgdsub,2459096.3987714,1238.18015,535.725217,-80.172481875,8.0,0.003531616358538123,7.884221825357316,7.440447449727254,7.232053905821885,7.884519316325332,7.441683949224495,7.232610670259451
2459096.4100482585,7.88525,nan,0.38,G,-0.04,0.0520283267,-0.00546973628,1.10687783,65.65,80.5,88.64,22493.21,33824.28,41001.73,0.00317,0.00258,0.00235,7.88525,7.44231,7.23337,G,G,G,tess2020247213914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4057158,1238.17989,535.725764,-80.17606500000001,9.0,0.0035317348381878853,7.8829403707767,7.441655694470649,7.232483493658504,7.884779649568732,7.442113774722677,7.233109834921347
2459096.416992877,7.88512,nan,0.32,G,-0.12,0.0507385199,-0.00533873953,1.10482636,65.65,80.51,88.66,22495.91,33831.26,41019.04,0.00317,0.00258,0.00235,7.88512,7.44208,7.23291,G,G,G,tess2020247214914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4126603,1238.17912,535.724243,-80.17606500000002,9.0,0.003531853270390541,7.8847648139151625,7.441364373777525,7.232796447936752,7.88468233447621,7.441929001055172,7.232715834795445
2459096.4239373957,7.88517,nan,0.32,G,-0.2,0.0496158319,-0.00543058644,1.10785022,65.65,80.51,88.66,22494.8,33835.21,41027.85,0.00317,0.00258,0.00235,7.88517,7.44196,7.23268,G,G,G,tess2020247215914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4196047,1238.17875,535.730097,-80.174791,10.0,0.003531971651737262,7.883845660367171,7.4410759652766325,7.232079533315093,7.884765283079388,7.4418571345872175,7.232551788533651
2459096.430882014,7.88476,nan,0.31,G,-0.07,0.0507616469,-0.00537589451,1.10568204,65.66,80.53,88.67,22503.4,33844.48,41030.62,0.00317,0.00258,0.00235,7.88476,7.44166,7.23261,G,G,G,tess2020247220914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4265492,1238.18056,535.726192,-80.17510949999999,10.0,0.0035320899856236764,7.883281710406795,7.441237086250647,7.23094614276844,7.884299554708813,7.441488016186799,7.232359613245337
2459096.4378265324,7.88558,nan,0.33,G,-0.11,0.0511672143,-0.00569361781,1.10476132,65.64,80.51,88.66,22486.39,33831.64,41023.62,0.00317,0.00258,0.00235,7.88558,7.44207,7.23279,G,G,G,tess2020247221914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4334936,1238.18196,535.732866,-80.17606500000001,5.0,0.003532208268651724,7.885371095395113,7.440704293772806,7.232445434314706,7.88513579248888,7.441918822073286,7.232576542537168
2459096.4447710505,7.8852,nan,0.31,G,-0.09,0.0500351069,-0.00517898095,1.10792027,65.65,80.51,88.65,22494.16,33831.62,41019.74,0.00317,0.00258,0.00235,7.8852,7.44207,7.2329,G,G,G,tess2020247222914-s0029-2-2-0193_cal_img_bkgdsub,2459096.440438,1238.18071,535.725048,-80.174870625,8.0,0.003532326502509917,7.884656137766606,7.441898634383807,7.231397605379991,7.884746242464864,7.441906572009367,7.232666853523019
2459096.4517156687,7.88498,nan,0.36,G,-0.23,0.050967174,-0.00543996505,1.1074084,65.65,80.53,88.67,22498.8,33843.96,41034.58,0.00317,0.00258,0.00235,7.88498,7.44168,7.2325,G,G,G,tess2020247223914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4473825,1238.17838,535.725414,-80.17500333333334,9.0,0.003532444688907789,7.884329806324565,7.441539951677589,7.23165420530845,7.884585177241036,7.441595197277805,7.232387218893678
2459096.4586601867,7.88499,nan,0.36,G,-0.16,0.0505820951,-0.0050286159,1.10597522,65.65,80.51,88.65,22498.49,33833.75,41014.35,0.00317,0.00258,0.00235,7.88499,7.442,7.23304,G,G,G,tess2020247224914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4543269,1238.17992,535.725619,-80.17818833333334,6.0,0.003532562824443611,7.884303073470883,7.44086294997335,7.232168738756425,7.884564640991236,7.441877365856508,7.232858745877144
2459096.465604805,7.88526,nan,0.32,G,-0.14,0.0501206826,-0.00518074387,1.10824018,65.65,80.52,88.67,22493.04,33837.68,41034.44,0.00317,0.00258,0.00235,7.88526,7.44188,7.23251,G,G,G,tess2020247225914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4612714,1238.18043,535.729909,-80.17712666666667,6.0,0.003532680912505854,7.884069368109558,7.441447519563741,7.2323455771569485,7.884823975774448,7.4417488827091605,7.232304906851372
2459096.472549323,7.88521,nan,0.34,G,-0.11,0.0511919464,-0.00460523661,1.10823126,65.65,80.51,88.66,22493.94,33829.4,41020.02,0.00317,0.00258,0.00235,7.88521,7.44214,7.23289,G,G,G,tess2020247230914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4682158,1238.17973,535.724269,-80.17606500000001,8.0,0.0035327989496956812,7.884213854513748,7.440986325603689,7.232143949603137,7.884763067823752,7.441993078060867,7.232654878733512
2459096.479493841,7.88488,nan,0.33,G,-0.16,0.0505661805,-0.00504665856,1.10677029,65.66,80.53,88.68,22500.86,33846.94,41038.63,0.00317,0.00258,0.00235,7.88488,7.44158,7.2324,G,G,G,tess2020247231914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4751602,1238.17927,535.729148,-80.17464944444444,9.0,0.0035329169377218248,7.8839691878492495,7.441117984059832,7.231633510621613,7.884453678060402,7.4414614180198715,7.232209065024556
2459096.486438459,7.88424,nan,0.36,G,-0.11,0.0501846345,-0.00555541147,1.10614767,65.68,80.54,88.68,22514.11,33859.64,41043.16,0.00317,0.00258,0.00235,7.88424,7.44117,7.23228,G,G,G,tess2020247232914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4821047,1238.17874,535.729677,-80.17677277777777,9.0,0.003533034878266503,7.8826321971578,7.441571545509069,7.230928282610349,7.8837921686998715,7.441024962256761,7.232042154491142
2459096.4933829764,7.88565,nan,0.33,G,-0.12,0.0504495354,-0.00562348553,1.10743899,65.63,80.51,88.65,22484.82,33831.03,41018.71,0.00317,0.00258,0.00235,7.88565,7.44209,7.23292,G,G,G,tess2020247233914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4890491,1238.17858,535.725752,-80.17574649999997,10.0,0.0035331527679350718,7.884624708572121,7.441407769785839,7.232321114893841,7.885204320366395,7.441948172352718,7.2326910728774845
2459096.5003275946,7.88502,nan,0.35,G,-0.17,0.0507312905,-0.00497017809,1.10617547,65.65,80.53,88.69,22497.89,33850.75,41049.07,0.00317,0.00258,0.00235,7.88502,7.44146,7.23212,G,G,G,tess2020247234914-s0029-2-2-0193_cal_img_bkgdsub,2459096.4959936,1238.18039,535.733474,-80.17788499999997,7.0,0.003533270610132686,7.884744318898208,7.4411184296432875,7.232522928758003,7.884596917151032,7.441350396588831,7.231936291507333
2459096.507272112,7.88486,nan,0.35,G,-0.08,0.0502519067,-0.00447915951,1.10640841,65.66,80.53,88.68,22501.19,33848.48,41041.17,0.00317,0.00258,0.00235,7.88486,7.44153,7.23233,G,G,G,tess2020247235914-s0029-2-2-0193_cal_img_bkgdsub,2459096.502938,1238.18109,535.728031,-80.177259375,8.0,0.003533388401443822,7.884568032126332,7.441438457441812,7.232458306878386,7.884396268604345,7.441374879634098,7.232065219104036
2459096.51421673,7.8855,nan,0.31,G,-0.14,0.0519105137,-0.00566837318,1.10658336,65.64,80.51,88.66,22488.1,33833.65,41028.48,0.00317,0.00258,0.00235,7.8855,7.44201,7.23266,G,G,G,tess2020248000914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5098825,1238.18027,535.730485,-80.17606500000001,8.0,0.0035335061452707937,7.884722544783556,7.441818499385846,7.232155124938294,7.885059016604252,7.441891165677129,7.232442542501954
2459096.521161248,7.88464,nan,0.34,G,-0.17,0.0507740792,-0.00536427328,1.1060866,65.66,80.54,88.68,22505.82,33856.48,41043.95,0.00317,0.00258,0.00235,7.88464,7.44127,7.23226,G,G,G,tess2020248001914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5168269,1238.17977,535.730498,-80.17500333333334,9.0,0.0035336238382246625,7.883364535523774,7.441203152510943,7.231460157677753,7.884214230888508,7.441169032393757,7.232066632870866
2459096.5281057656,7.88459,nan,0.32,G,-0.21,0.0510082694,-0.004323468,1.1061487,65.67,80.53,88.67,22506.89,33850.48,41033.25,0.00317,0.00258,0.00235,7.88459,7.44147,7.23254,G,G,G,tess2020248002914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5237713,1238.17918,535.725709,-80.17686125,8.0,0.0035337414819854615,7.883971782487165,7.441105269234638,7.23303617282168,7.8841811771953205,7.441393882970387,7.23238160337599
2459096.535050383,7.88443,nan,0.33,G,-0.23,0.0511433584,-0.00529127397,1.10793664,65.67,80.54,88.69,22510.24,33859.81,41050.05,0.00317,0.00258,0.00235,7.88443,7.44117,7.23209,G,G,G,tess2020248003914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5307158,1238.17996,535.724728,-80.17641888888889,9.0,0.003533859078254213,7.883239891095593,7.441437771225218,7.231454383291508,7.884028445286937,7.441108369355117,7.231945415694261
2459096.541994901,7.88495,nan,0.35,G,-0.16,0.0500915375,-0.00539325971,1.10548688,65.66,80.53,88.68,22499.41,33850.09,41041.47,0.00317,0.00258,0.00235,7.88495,7.44148,7.23232,G,G,G,tess2020248004914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5376602,1238.17948,535.725268,-80.174245,7.0,0.0035339766236461467,7.884514309491179,7.441534619357868,7.23231314037283,7.884517801137849,7.441379099798189,7.232116678044277
2459096.548939518,7.88468,nan,0.32,G,-0.22,0.0506203166,-0.00514313227,1.10494096,65.66,80.54,88.69,22504.94,33856.54,41052.48,0.00317,0.00258,0.00235,7.88468,7.44127,7.23203,G,G,G,tess2020248005914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5446047,1238.17804,535.724837,-80.18031166666667,6.0,0.003534094121532822,7.883147596798246,7.440715620944517,7.231531228028509,7.884272400821641,7.441201298848584,7.231880972819611
2459096.5558840353,7.88441,nan,0.33,G,-0.18,0.0497113482,-0.00506756212,1.1061637,65.67,80.55,88.7,22510.65,33868.36,41062.99,0.00317,0.00258,0.00235,7.88441,7.44089,7.23175,G,G,G,tess2020248010914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5515491,1238.18006,535.731231,-80.177259375,8.0,0.003534211568532316,7.884812250582462,7.4400324227641255,7.231342425087477,7.883984844663645,7.440798321888794,7.2315592594912035
2459096.562828553,7.88482,nan,0.31,G,-0.31,0.0498475238,-0.0050982794,1.10786953,65.66,80.54,88.69,22502.06,33858.04,41049.36,0.00317,0.00258,0.00235,7.88482,7.44122,7.23211,G,G,G,tess2020248011914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5584935,1238.18026,535.728692,-80.17574649999997,10.0,0.0035343289663448945,7.884826702288398,7.441732855823557,7.231637115354024,7.884448229136926,7.441200834178399,7.232030974714634
2459096.56977317,7.88491,nan,0.32,G,-0.23,0.0496131485,-0.00552852479,1.10821958,65.66,80.53,88.69,22500.32,33851.96,41047.87,0.00317,0.00258,0.00235,7.88491,7.44142,7.23215,G,G,G,tess2020248012914-s0029-2-2-0193_cal_img_bkgdsub,2459096.565438,1238.18093,535.732448,-80.17535722222223,9.0,0.0035344463166443,7.883903163371753,7.4414837940099146,7.231560192408566,7.884502609024557,7.441361408882681,7.231995574547159
2459096.5767176873,7.88503,nan,0.33,G,-0.32,0.0508090188,-0.00499981628,1.10415568,65.65,80.53,88.68,22497.84,33848.09,41044.41,0.00317,0.00258,0.00235,7.88503,7.44154,7.23224,G,G,G,tess2020248013914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5723824,1238.17925,535.726223,-80.1755341666667,6.0,0.0035345636160528434,7.8843215267323155,7.4404718366343525,7.232304249418185,7.884659850493842,7.441530612769719,7.232161947386409
2459096.583662305,7.8843,nan,0.31,G,-0.29,0.0505479552,-0.00478461415,1.10606314,65.67,80.55,88.69,22512.81,33865.94,41054.28,0.00317,0.00258,0.00235,7.8843,7.44097,7.23198,G,G,G,tess2020248014914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5793269,1238.17924,535.727489,-80.17765749999998,10.0,0.0035346808679586764,7.883310281402928,7.440689559830235,7.232195088258437,7.8839158983900655,7.440939704148707,7.231872656525717
2459096.590606822,7.8847,nan,0.33,G,-0.21,0.0492945104,-0.00542532225,1.10799564,65.66,80.53,88.68,22504.69,33850.85,41044.44,0.00317,0.00258,0.00235,7.8847,7.44145,7.23224,G,G,G,tess2020248015914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5862713,1238.1824,535.72545,-80.1744725,6.0,0.003534798068963358,7.883548198489247,7.44111207042539,7.23143254355993,7.884280152298478,7.441374582357274,7.23206036340604
2459096.597551439,7.88499,nan,0.36,G,-0.15,0.0515561714,-0.0058189059,1.10751857,65.65,80.53,88.68,22498.69,33843.76,41039.67,0.00317,0.00258,0.00235,7.88499,7.44168,7.23237,G,G,G,tess2020248020914-s0029-2-2-0193_cal_img_bkgdsub,2459096.5932158,1238.18036,535.727579,-80.17526875,8.0,0.0035349152224521375,7.884469192527231,7.441336352014934,7.232322758550167,7.8845456777339935,7.441572508602514,7.232134048996916
2459096.6044959566,7.8851,nan,0.35,G,-0.19,0.0502721594,-0.00498239801,1.10509791,65.65,80.52,88.67,22496.38,33841.38,41034.79,0.00317,0.00258,0.00235,7.8851,7.44176,7.2325,G,G,G,tess2020248021914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6001602,1238.18029,535.726,-80.17686125,8.0,0.00353503232505305,7.884566042636369,7.441633098823122,7.231997059769427,7.884671022707402,7.441672465225219,7.23229597366964
2459096.6114404732,7.88447,nan,0.29,G,-0.3,0.0511690154,-0.00529384733,1.10605985,65.67,80.53,88.67,22509.33,33852.98,41037.85,0.00317,0.00258,0.00235,7.88447,7.44139,7.23242,G,G,G,tess2020248022914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6071046,1238.18029,535.729307,-80.17571111111111,9.0,0.003535149378437741,7.884071363801025,7.441829986159607,7.231942209775711,7.884089362521439,7.441363570599892,7.232312144938451
2459096.61838509,7.88491,nan,0.32,G,-0.24,0.0501698785,-0.00523197297,1.10560269,65.66,80.53,88.67,22500.15,33846.81,41037.4,0.00317,0.00258,0.00235,7.88491,7.44158,7.23243,G,G,G,tess2020248023914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6140491,1238.18097,535.726669,-80.17358777777777,9.0,0.003535266384298629,7.884200959060729,7.442661653736627,7.2321573764726095,7.8845025610423765,7.441520706489422,7.232266254147831
2459096.625329607,7.88491,nan,0.35,G,-0.33,0.0494515444,-0.00482359728,1.10458156,65.66,80.54,88.69,22500.2,33852.68,41050.65,0.00317,0.00258,0.00235,7.88491,7.4414,7.23208,G,G,G,tess2020248024914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6209935,1238.18124,535.728507,-80.17925,7.0,0.003535383339267955,7.883700763219037,7.4411190779103356,7.232397623868937,7.8845391523381085,7.441392640576282,7.231991847843794
2459096.632274224,7.88505,nan,0.33,G,-0.26,0.0502014552,-0.00562447932,1.10708264,65.65,80.53,88.67,22497.41,33850.5,41036.9,0.00317,0.00258,0.00235,7.88505,7.44147,7.23244,G,G,G,tess2020248025914-s0029-2-2-0193_cal_img_bkgdsub,2459096.627938,1238.18231,535.731109,-80.17606500000001,7.0,0.0035355002467003325,7.883969407292954,7.441499183342505,7.232643998527704,7.88465149269427,7.441424149848122,7.232285722532657
2459096.6392187406,7.88545,nan,0.32,G,-0.31,0.0505106006,-0.00520953604,1.10690207,65.64,80.51,88.67,22489.14,33835.03,41033.05,0.00317,0.00258,0.00235,7.88545,7.44196,7.23254,G,G,G,tess2020248030914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6348824,1238.17904,535.727516,-80.1747,7.0,0.0035356171032308145,7.885882196112491,7.441680036050141,7.232436606495131,7.8850738173764405,7.441941312267759,7.232427511133244
2459096.646163258,7.88474,nan,0.35,G,-0.31,0.05114958,-0.00470600551,1.10470957,65.66,80.53,88.68,22503.68,33851.63,41040.36,0.00317,0.00258,0.00235,7.88474,7.44143,7.23235,G,G,G,tess2020248031914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6418268,1238.18152,535.725855,-80.17871916666667,6.0,0.003535733910551131,7.884527948774767,7.442001208488547,7.232221819388266,7.8843642082822445,7.441413177447243,7.232230509664199
2459096.6531078746,7.88477,nan,0.34,G,-0.25,0.0505332682,-0.00557472022,1.10575938,65.66,80.54,88.69,22503.12,33853.51,41049.71,0.00317,0.00258,0.00235,7.88477,7.44137,7.2321,G,G,G,tess2020248032914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6487713,1238.18161,535.730408,-80.174791,10.0,0.0035358506703265773,7.884339788881803,7.441775638866482,7.232158215218898,7.884366720163147,7.441321296053249,7.231925905710411
2459096.6600523912,7.88442,nan,0.28,G,-0.34,0.0505657592,-0.00474651468,1.10444174,65.67,80.55,88.7,22510.39,33865.51,41062.82,0.00317,0.00258,0.00235,7.88442,7.44098,7.23176,G,G,G,tess2020248033914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6557157,1238.18099,535.726421,-80.17606500000002,9.0,0.003535967379196458,7.8828848926104955,7.439873073807488,7.23264169205586,7.884054485232196,7.44098166891228,7.231664399357448
2459096.666997008,7.88441,nan,0.32,G,-0.32,0.0500952907,-0.00512660035,1.10454586,65.67,80.54,88.7,22510.65,33860.43,41058.06,0.00317,0.00258,0.00235,7.88441,7.44115,7.23188,G,G,G,tess2020248034914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6626602,1238.177,535.729793,-80.17829449999999,10.0,0.003536084040531876,7.884161024597952,7.441337818758486,7.232495781495581,7.884036893074808,7.44114076640018,7.2317643609733615
2459096.6739415247,7.88491,nan,0.33,G,-0.4,0.0503458375,-0.00566841647,1.10441667,65.66,80.54,88.68,22500.19,33853.05,41043.99,0.00317,0.00258,0.00235,7.88491,7.44138,7.23225,G,G,G,tess2020248035914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6696046,1238.1795,535.725667,-80.17606500000002,9.0,0.00353620065095147,7.8848260413003315,7.441886294002734,7.232050111252661,7.884569686968249,7.441415587324985,7.232197429008794
2459096.6808860414,7.88429,nan,0.3,G,-0.2,0.0508723585,-0.00591634663,1.10561541,65.67,80.55,88.69,22513.05,33863.95,41048.21,0.00317,0.00258,0.00235,7.88429,7.44103,7.23214,G,G,G,tess2020248040914-s0029-2-2-0193_cal_img_bkgdsub,2459096.676549,1238.1811,535.72658,-80.175155,7.0,0.0035363172121511636,7.883852700638658,7.441348321989257,7.2318584548797835,7.883865345316596,7.4409565512795695,7.231905165996002
2459096.6878306577,7.88461,nan,0.34,G,-0.34,0.0513456536,-0.00518583231,1.10517183,65.67,80.55,88.69,22506.46,33863.71,41049.1,0.00317,0.00258,0.00235,7.88461,7.44104,7.23212,G,G,G,tess2020248041914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6834935,1238.17952,535.734435,-80.17319849999998,10.0,0.0035364337257928085,7.883836508512836,7.441064924658727,7.231349743258323,7.884246934809788,7.441045760318645,7.232004657491614
2459096.694775174,7.8853,nan,0.31,G,-0.39,0.0513948992,-0.00443912744,1.10489399,65.64,80.53,88.67,22492.16,33844.69,41029.9,0.00317,0.00258,0.00235,7.8853,7.44165,7.23263,G,G,G,tess2020248042914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6904379,1238.18275,535.728885,-80.17765750000002,6.0,0.0035365501885227984,7.884952668822201,7.440812524074256,7.232143147112676,7.884957365489925,7.441682713242234,7.2325544460679705
2459096.70171979,7.88439,nan,0.29,G,-0.41,0.0488954684,-0.00446755144,1.10515695,65.67,80.55,88.68,22511.0,33862.34,41047.2,0.00317,0.00258,0.00235,7.88439,7.44109,7.23217,G,G,G,tess2020248043914-s0029-2-2-0193_cal_img_bkgdsub,2459096.6973824,1238.17927,535.732279,-80.17424500000001,7.0,0.003536666603697245,7.883632987195563,7.441414648353497,7.2318004946295975,7.8840557159271265,7.4411307932581785,7.232111763780909
2459096.708664307,7.88453,nan,0.33,G,-0.27,0.049618343,-0.00447135113,1.10328206,65.67,80.54,88.69,22508.08,33858.76,41050.81,0.00317,0.00258,0.00235,7.88453,7.4412,7.23207,G,G,G,tess2020248044914-s0029-2-2-0193_cal_img_bkgdsub,2459096.7043268,1238.18146,535.726634,-80.1770205,10.0,0.0035367829679653754,7.884563622732189,7.43963938030313,7.232658739388538,7.8841361234789735,7.441164448460611,7.231884822153731
2459096.715608823,7.88348,nan,0.35,G,-0.35,0.0508318024,-0.00490963214,1.10722415,65.7,80.58,88.72,22529.98,33889.35,41077.47,0.00317,0.00258,0.00234,7.88348,7.44022,7.23137,G,G,G,tess2020248045914-s0029-2-2-0193_cal_img_bkgdsub,2459096.7112712,1238.18064,535.727296,-80.17606500000002,7.0,0.0035368992829883233,7.882990897312631,7.440705294124958,7.232424917410098,7.88311900802864,7.440229706615647,7.231250411487346
2459096.7225534394,7.88435,nan,0.37,G,-0.27,0.0504940738,-0.00527497463,1.10580747,65.67,80.56,88.71,22511.76,33871.03,41065.59,0.00317,0.00258,0.00235,7.88435,7.44081,7.23168,G,G,G,tess2020248050914-s0029-2-2-0193_cal_img_bkgdsub,2459096.7182157,1238.17875,535.730994,-80.17748055555555,9.0,0.003537015550447857,7.884106011390849,7.441983727628017,7.233088539925283,7.8839553536296965,7.440778001887807,7.231486874434974
2459096.7294979556,7.88386,nan,0.33,G,-0.24,0.0506279438,-0.00522294917,1.10534941,65.69,80.56,88.71,22521.93,33870.87,41068.2,0.00317,0.00258,0.00235,7.88386,7.44081,7.23161,G,G,G,tess2020248051914-s0029-2-2-0193_cal_img_bkgdsub,2459096.7251601,1238.17811,535.730324,-80.178851875,8.0,0.003537131766997353,7.8835857029338205,7.441914815206048,7.230454897721524,7.883450331544776,7.440762207811204,7.2313836406071434
2459096.736442572,7.88441,nan,0.31,G,-0.44,0.050743188,-0.00515886478,1.10498831,65.67,80.55,88.69,22510.7,33863.47,41055.98,0.00317,0.00258,0.00235,7.88441,7.44105,7.23194,G,G,G,tess2020248052914-s0029-2-2-0193_cal_img_bkgdsub,2459096.7321046,1238.17785,535.726078,-80.17323388888889,9.0,0.003537247935970324,7.884065445152472,7.441900967021002,7.231989684507234,7.884083888638325,7.441117712316389,7.231882299855702
2459096.743387088,7.88313,nan,0.34,G,-0.38,0.0508745713,-0.00497804938,1.10524686,65.71,80.59,88.73,22537.22,33899.21,41092.14,0.00317,0.00258,0.00234,7.88313,7.4399,7.23098,G,G,G,tess2020248053914-s0029-2-2-0193_cal_img_bkgdsub,2459096.739049,1238.18033,535.727365,-80.17341083333334,6.0,0.003537364054030842,7.882853821513084,7.4390611799633515,7.231943597583868,7.882780778893471,7.439934699250595,7.230864279772462
